cnae_subclasse,cnae_mascara,cnae_descricao,item_lc116,descricao_atividade_lc
6424701,6424-7/01,Bancos cooperativos,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6424702,6424-7/02,Cooperativas centrais de crédito,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6424703,6424-7/03,Cooperativas de crédito mútuo,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6424704,6424-7/04,Cooperativas de crédito rural,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6431000,6431-0/00,"Bancos múltiplos, sem carteira comercial",15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6432800,6432-8/00,Bancos de investimento,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6433600,6433-6/00,Bancos de desenvolvimento,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6435201,6435-2/01,Sociedades de crédito imobiliário,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6435202,6435-2/02,Associações de poupança e empréstimo,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6435203,6435-2/03,Companhias hipotecárias,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6436100,6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6437900,6437-9/00,Sociedades de crédito ao microempreendedor,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6499999,6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6619399,6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,15.03,"15.03 - Locação e manutenção de cofres particulares, de terminais eletrônicos, de terminais de atendimento e de bens e equipamentos em geral."
6410700,6410-7/00,Banco Central,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6421200,6421-2/00,Bancos comerciais,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6422100,6422-1/00,"Bancos múltiplos, com carteira comercial",15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6423900,6423-9/00,Caixas econômicas,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6424701,6424-7/01,Bancos cooperativos,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6424702,6424-7/02,Cooperativas centrais de crédito,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6424703,6424-7/03,Cooperativas de crédito mútuo,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6424704,6424-7/04,Cooperativas de crédito rural,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6431000,6431-0/00,"Bancos múltiplos, sem carteira comercial",15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6432800,6432-8/00,Bancos de investimento,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6433600,6433-6/00,Bancos de desenvolvimento,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6434400,6434-4/00,Agências de fomento,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6435201,6435-2/01,Sociedades de crédito imobiliário,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6435202,6435-2/02,Associações de poupança e empréstimo,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6435203,6435-2/03,Companhias hipotecárias,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6436100,6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6437900,6437-9/00,Sociedades de crédito ao microempreendedor,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6438701,6438-7/01,Bancos de câmbio,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6450600,6450-6/00,Sociedades de capitalização,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6499901,6499-9/01,Clubes de investimento,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6499902,6499-9/02,Sociedades de investimento,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6499904,6499-9/04,Caixas de financiamento de corporações,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6499999,6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6612603,6612-6/03,Corretoras de câmbio,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6619399,6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,15.04,"15.04 - Fornecimento ou emissão de atestados em geral, inclusive atestado de idoneidade, atestado de capacidade financeira e congêneres."
6410700,6410-7/00,Banco Central,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6421200,6421-2/00,Bancos comerciais,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6422100,6422-1/00,"Bancos múltiplos, com carteira comercial",15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6423900,6423-9/00,Caixas econômicas,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6424701,6424-7/01,Bancos cooperativos,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6424702,6424-7/02,Cooperativas centrais de crédito,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6424703,6424-7/03,Cooperativas de crédito mútuo,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6424704,6424-7/04,Cooperativas de crédito rural,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6431000,6431-0/00,"Bancos múltiplos, sem carteira comercial",15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6432800,6432-8/00,Bancos de investimento,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6433600,6433-6/00,Bancos de desenvolvimento,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6434400,6434-4/00,Agências de fomento,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6435201,6435-2/01,Sociedades de crédito imobiliário,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6435202,6435-2/02,Associações de poupança e empréstimo,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6435203,6435-2/03,Companhias hipotecárias,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6436100,6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6437900,6437-9/00,Sociedades de crédito ao microempreendedor,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6438701,6438-7/01,Bancos de câmbio,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6450600,6450-6/00,Sociedades de capitalização,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6499901,6499-9/01,Clubes de investimento,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6499902,6499-9/02,Sociedades de investimento,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6499904,6499-9/04,Caixas de financiamento de corporações,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6499999,6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6612603,6612-6/03,Corretoras de câmbio,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6619399,6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,15.05,"15.05 - Cadastro, elaboração de ficha cadastral, renovação cadastral e congêneres, inclusão ou exclusão no Cadastro de Emitentes de Cheques
 sem Fundos - CCF ou em quaisquer outros bancos cadastrais."
6410700,6410-7/00,Banco Central,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6421200,6421-2/00,Bancos comerciais,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6422100,6422-1/00,"Bancos múltiplos, com carteira comercial",15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6423900,6423-9/00,Caixas econômicas,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos,
 bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6424701,6424-7/01,Bancos cooperativos,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6424702,6424-7/02,Cooperativas centrais de crédito,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6424703,6424-7/03,Cooperativas de crédito mútuo,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6424704,6424-7/04,Cooperativas de crédito rural,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6431000,6431-0/00,"Bancos múltiplos, sem carteira comercial",15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6432800,6432-8/00,Bancos de investimento,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6433600,6433-6/00,Bancos de desenvolvimento,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6435201,6435-2/01,Sociedades de crédito imobiliário,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos,
 bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6435202,6435-2/02,Associações de poupança e empréstimo,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6435203,6435-2/03,Companhias hipotecárias,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6436100,6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos,
 bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6437900,6437-9/00,Sociedades de crédito ao microempreendedor,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos,
 bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6499999,6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6619399,6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,15.06,"15.06 - Emissão, reemissão e fornecimento de avisos, comprovantes e documentos em geral; abono de firmas; coleta e entrega de documentos, bens e valores; comunicação com outra agência ou com a administração central; licenciamento eletrônico de veículos; transferência de
 veículos;agenciamento fiduciário ou depositário; devolução de bens em custódia."
6410700,6410-7/00,Banco Central,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6421200,6421-2/00,Bancos comerciais,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6422100,6422-1/00,"Bancos múltiplos, com carteira comercial",15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6423900,6423-9/00,Caixas econômicas,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6424701,6424-7/01,Bancos cooperativos,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6424702,6424-7/02,Cooperativas centrais de crédito,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6424703,6424-7/03,Cooperativas de crédito mútuo,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile,
 internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6424704,6424-7/04,Cooperativas de crédito rural,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6431000,6431-0/00,"Bancos múltiplos, sem carteira comercial",15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6432800,6432-8/00,Bancos de investimento,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6433600,6433-6/00,Bancos de desenvolvimento,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6435201,6435-2/01,Sociedades de crédito imobiliário,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6435202,6435-2/02,Associações de poupança e empréstimo,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6435203,6435-2/03,Companhias hipotecárias,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6436100,6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile,
 internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6437900,6437-9/00,Sociedades de crédito ao microempreendedor,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6438701,6438-7/01,Bancos de câmbio,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6450600,6450-6/00,Sociedades de capitalização,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile,
 internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6619304,6619-3/04,Caixas eletrônicos,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile,
 internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6619399,6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
8299706,8299-7/06,Casas lotéricas,15.07,"15.07 - Acesso, movimentação, atendimento e consulta a contas em geral, por qualquer meio ou processo, inclusive por telefone, fac-símile, internet e telex, acesso a terminais de atendimento, inclusive vinte e quatro horas; acesso a outro banco e a rede compartilhada; fornecimento
 de saldo, extrato e demais informações relativas a contas em geral, por qualquer meio ou processo."
6410700,6410-7/00,Banco Central,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6421200,6421-2/00,Bancos comerciais,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6422100,6422-1/00,"Bancos múltiplos, com carteira comercial",15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
6423900,6423-9/00,Caixas econômicas,15.08,"15.08 - Emissão, reemissão, alteração, cessão, substituição, cancelamento e registro de contrato de crédito; estudo, análise e avaliação de operações de crédito; emissão, concessão, alteração ou contratação de aval, fiança, anuência e congêneres; serviços relativos a abertura de
 crédito, para quaisquer fins."
